CodigoEstacion;NombreEstacion;Latitud;Longitud;Altitud;Categoria;Entidad;AreaOperativa;Departamento;Municipio;FechaInstalacion;FechaSuspension;IdParametro;Etiqueta;DescripcionSerie;Frecuencia;Fecha;Valor;Grado;Calificador;NivelAprobacion
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/06/2004;214.6;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/07/2004;206.1;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/08/2004;99.6;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/09/2004;108.5;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/10/2004;173.2;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/11/2004;89.9;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/12/2004;24.5;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/01/2005;18.3;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/02/2005;40.1;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/03/2005;37.1;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/04/2005;132.6;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/05/2005;210.7;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/06/2005;109.9;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/07/2005;125.2;50;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/08/2005;88.2;4;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/09/2005;72.1;4;;900
21201300;AUSTRALIA [21201300];4.394.250;-741.320;3050;Pluviométrica;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Area Operativa 11 - Cundinamarca-Amazonas-San Andrés;Bogota;Bogota, D.C;15/03/1985 0:00;;PRECIPITACION;PTPM_TT_M;Precipitación total mensual;Mensual;1/10/2005;98.3;50;;900
